architecture,task,trial,value,state,omega_b,omega_c,eta_ab,eta_bc,omega,eta,eta_ac
ABC-embedded-tied,p1_0_10_30,22,0.005944027326654648,TrialState.COMPLETE,,,,,0.10870898127002482,0.46838799350131566,
ABC-embedded-tied,p1_0_10_30,23,0.006904562231598185,TrialState.COMPLETE,,,,,0.004221912060133531,0.1742733290950739,
ABC-embedded-tied,p1_0_10_30,24,0.007737502886074494,TrialState.COMPLETE,,,,,0.31506518448355336,0.39101102262553106,
ABC-embedded-tied,p1_0_10_30,25,0.013603757528458459,TrialState.COMPLETE,,,,,0.14003256380068219,0.3116896692046979,
ABC-embedded-tied,p1_0_10_30,26,0.003070133539254434,TrialState.COMPLETE,,,,,0.11502024792280964,0.18495194327398315,
ABC-embedded-tied,p1_0_10_30,27,0.007815141653035982,TrialState.COMPLETE,,,,,0.37120311925342353,0.4726884191666556,
ABC-embedded-tied,p1_0_10_30,28,0.0014617611275509015,TrialState.COMPLETE,,,,,0.10208765178104215,0.6090536089852353,
ABC-embedded-tied,p1_0_10_30,29,0.002669568523485867,TrialState.COMPLETE,,,,,0.24695606161019368,0.6946959779781202,
ABC-embedded-tied,p1_0_10_30,30,0.004264601675667622,TrialState.COMPLETE,,,,,0.35852266280056344,0.2700898209627771,
ABC-embedded-tied,p1_0_10_30,31,0.00850262891320599,TrialState.COMPLETE,,,,,0.20125483496433955,0.3939837857647003,
ABC-embedded-parallel,p1_0_10_30,0,0.003705692463281516,TrialState.COMPLETE,0.3745401188473625,0.9507143064099162,1.1266140008523318,,,,0.9305046995616021
ABC-embedded-parallel,p1_0_10_30,1,0.00423734150456644,TrialState.COMPLETE,0.15601864044243652,0.15599452033620265,0.1354291634239671,,,,1.3239686935631354
ABC-embedded-parallel,p1_0_10_30,2,0.0026113272242555955,TrialState.COMPLETE,0.6011150117432088,0.7080725777960455,0.08027559859919674,,,,1.4765398478820424
ABC-embedded-parallel,p1_0_10_30,3,0.004426147760041736,TrialState.COMPLETE,0.8324426408004217,0.21233911067827616,0.3174274938878061,,,,0.31975067941004887
ABC-embedded-parallel,p1_0_10_30,4,0.0064545354872375645,TrialState.COMPLETE,0.3042422429595377,0.5247564316322378,0.685303146796177,,,,0.478338749658916
ABC-embedded-parallel,p1_0_10_30,5,0.006243222513803151,TrialState.COMPLETE,0.6118528947223795,0.13949386065204183,0.4796852759583849,,,,0.5888436533941692
ABC-embedded-parallel,p1_0_10_30,6,0.002352322991531129,TrialState.COMPLETE,0.45606998421703593,0.7851759613930136,0.34367946535575983,,,,0.8063341231301764
ABC-embedded-parallel,p1_0_10_30,7,0.005306905147100093,TrialState.COMPLETE,0.5924145688620425,0.046450412719997725,0.943574736539785,,,,0.300806254749187
ABC-embedded-parallel,p1_0_10_30,8,0.0057527766617237,TrialState.COMPLETE,0.06505159298527952,0.9488855372533332,1.47024804728155,,,,1.2389878502004263
ABC-embedded-parallel,p1_0_10_30,9,0.004333281751355179,TrialState.COMPLETE,0.3046137691733707,0.09767211400638387,1.0563674220658354,,,,0.6973746710218193
ABC-embedded-parallel,p1_0_10_30,10,0.0031590543112457823,TrialState.COMPLETE,0.9512678728574567,0.47332732145466855,0.6824088841665173,,,,0.0764182606766236
ABC-embedded-parallel,p1_0_10_30,11,0.0028265020575391243,TrialState.COMPLETE,0.682300042347168,0.4028904446663975,0.6287386919777649,,,,0.5285382899021607
ABC-embedded-parallel,p1_0_10_30,12,0.00744072883754481,TrialState.COMPLETE,0.24633133103684926,0.3796042434202234,0.6277958475361529,,,,0.5309044840388968
ABC-embedded-parallel,p1_0_10_30,13,0.0015708046140059614,TrialState.COMPLETE,0.19240492937256676,0.4395241890426054,0.8151666660708565,,,,1.0039123110545343
ABC-embedded-parallel,p1_0_10_30,14,0.0041731726562011335,TrialState.COMPLETE,0.020082434683438066,0.5916836359300597,1.2596771045447486,,,,0.3652970142077449
ABC-embedded-parallel,p1_0_10_30,15,0.0038028206772927338,TrialState.COMPLETE,0.2626090919487703,0.3099489649156318,0.7104364457988592,,,,0.15376218064938763
